Status,Language,,Dictionaries,Sentence Translation,R-T-L,Parse as:,Character Substitutions,Split Sentences at,Split sentence exceptions,Word Characters,Sample Text (source),Extra Dictionaries,Alternate Names,Font,Scripts,ISO Code
Initial,Urdu,*,"UrduWord [TYPE]
Rekhta [TYPE]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [URD] [E]",Google Translate,TRUE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?؟۔‎,[A-Z].|ہے.|ہیں.|ہوں.|گا.|تھا.|تھی.|نہیں.|گی.|ہو.|گے.|بیٹے.|ج.|سے.,\u0600-\u06FF\uFE70-\uFEFC,Wikipedia article | News article,,,,"ur-Arab, Hebr",ur
Initial,Uyghur,,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ'\u0600-\u06FF\u0750-\u077F\uFB50-\uFDFF\u200C\u0400-\u04FF,Wikipedia article (Latin) | Wikipedia article (Cyrillic) | Wikipedia article (Arabic),,"Uigur, Uighur, Uygur",,"ug-Arab, Latn, Cyrl",ug
Initial,Uzbek,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [UZB] [E]","Google Translate [P]
Bing [E]
Promt [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZА-Яа-яЁёҲҳҚқЎўҒғƏəÇçƵƶЗзƢƣŞş'ʻ,Wikipedia (latin) | Wikipedia (cyrillic) | Book sample,,"Northern Uzbek, Southern Uzbek",,"Latn, Cyrl, fa-Arab",uz
Initial,Venda,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑḓḒṱṰḽḼṋṊṅṄ',Wikipedia samples,,,,Latn,ve
Initial,Venetian,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,Venetan,,Latn,vec
Initial,Veps,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,Vepsian,,Latn,vep
Initial,Vilamovian,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia article 1 | Wikipedia article 2 | Wikipedia article 3 | Songs and Poems,,"Wilamowicean, Vilamovicean, Wymysorys",,Latn,wym
Initial,Walloon,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [WLN] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,"Liégeois, Namurois, Wallo-Picard, Wallo-Lorrain",,Latn,wa
Initial,Warlpiri,*,AuSIL [TYPE] [ENG] [?],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Bible (Genesis),,,,Latn,wbp
Initial,Wayuu,,"Wiktionary [TRM] [ENG] [E]
TalkingDictionary [TRM] [ENG] [E]
Webonary [TRM] [ENG] [E]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,PDF [Spanish],"Guajiro, Goajiro, Uagiro",,Latn,guc
Initial,Welsh,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [CYM] [E]
University of Wales [TYPE]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,a.|adf.|bnth.|eb.|eg.|Parch.|Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,"Cofi Welsh, Dyfedeg, Dyfed Welsh, Demetian, Gwenhwyseg, Gwent Welsh, Gwentian, Gwyndodeg, Gwynedd Welsh, Venedotian, North Wales Welsh, Powyseg, Powys Welsh, Powysian, South Wales Welsh, Patagonian Welsh",,Latn,cy
Initial,West Frisian,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,Western Frisian,,Latn,fy
Initial,Wik-Mungkan,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Bible,https://ausil.org.au/Dictionary/Wik-Mungkan/lexicon/main.htm,,,Latn,wim
Initial,Wolof,*,"Wiktionary [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,Gambian Wolof,,"Latn, Arab, Gara",wo
Initial,Xhosa,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,xh
Initial,Yakut,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0400-\u04FF,UDHR,,Sakha,,Cyrl,sah
Initial,Yiddish,*,Wiktionary [TRM] [ENG] [E],-,TRUE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,אבגדהוזחטיךכלםמןנסעףפץצקרשתװוּױײ׳״יִײַשׁשׂאַאָבּכּפּתּבֿכֿפֿ,UDHR,,"American Yiddish, Daytshmerish Yiddish, Mideastern Yiddish, Galitzish, Northeastern Yiddish, Litvish, Lithuanian Yiddish, Northwestern Yiddish, Netherlandic Yiddish, Polish Yiddish, Poylish, South African Yiddish, Southeastern Yiddish, Ukrainian Yiddish, Ukrainish, Southwestern Yiddish, Judeo-Alsatian, Udmurtish",,Hebr,yi
Initial,Yoruba,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,abbl.|b.a.,a-zA-ZÁáÀàÉéÈèẸẹẸ́ẹ́Ẹ̀ẹ̀ÍíÌìŃńǸǹÓóÒòỌọỌ́ọ́Ọ̀ọ̀ṢṣÚúÙùƐɛƆɔ',UDHR | Wikipedia article,,,,"Latn, Arab",yo
Initial,Yucatec Maya,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,,,Latn,yua
Initial,Yup'ik,,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Sample text 1 (Central Alaskan) | Sample text 2 (Central Siberian) | Sample 3 (Alutiiq),"http://www.alutiiqlanguage.org/dictionary
https://www.freelang.net/online/yupik.php?lg=gb",,,Latn,esu
Initial,Zapotec,,"Wiktionary (Zoogocho) [TRM] [ENG] [E]
Wiktionary (Isthmus) [TRM] [ENG] [E]
Wiktionary (San Juan Guelavía) {TRM] [ENG] [E}
Wiktionary (Yatzachi) [TRM] [ENG] [E}",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR,,,,Latn,zap
Initial,Zulu,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article,,isiZulu,,Latn,zu
Parser needed,Burmese,*,Wiktionary [TYPE],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u1000-\u108F,UDHR,,"Myanmar, Mandalay Burmese, Myeik Burmese, Palaw Burmese, Rangoon Burmese, Yangon Burmese, Yaw Burmese",,Mymr,my
Parser needed,Khmer,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [KHM] [E]
Keng [TRM]
Glosbe [TRM] [ENG] [P]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?។៕,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u1780-\u17D3\u17D6-\u17DD\u17F0-\u17FF,UDHR | Wikipedia article 1 | Wikipedia article 2,,"Cambodian, Central Khmer, Modern Khmer",,Khmr,km
Parser needed,Korean,*,"Daum [TYPE] [E] | Naver [TYPE] [E]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [KOR] [E]
Learners Dictionary [TRM] [KOR] [P]
ZKorean [TRM] [E]
Glosbe [TRM] [P]
Bab.la [TRM] [P]
Trex [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Tatoeba [TRM] [P]
Verbix [FRM] [E]","Naver [P]
Google Translate [P]
DeepL Translator [P]
Reverso [E]
Yandex [P]
Promt [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?:;。！？：；,것.|Q.|A.|씨.|원.|해.|터.|곳.|돼.|일.|등.|법.|다.|뿐.|셈.|명.|봐.|점.|F.|네.,가-힣ᄀ-ᇂ,UDHR | Wikipedia article | News article | Book sample,,Modern Korean,,"Kore, Brai",ko
Parser needed,Lao,*,Wiktionary [TRM] [ENG] [E],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0E81-\u0ECE\u0EDC-\u0EDF,UDHR,,Laotian,,Laoo,lo
Parser needed,Malayalam,*,Wiktionary [TYPE],Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u0D00-\u0D57\u0D5F-\u0D63\u0D7A-\u0D7F,UDHR (Wikipedia) | Wikipedia article,,,,Mlym,ml
Parser needed,Shan,*,Wiktionary [TRM] [ENG] [E],-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,\u1000-\u108F\u109A-\u109F,Wikipedia article,,"Kwam Tai, Kam Tai, Tai Yai",,Mymr,shn
Parser needed,Thai,*,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [THA] [E]
Thaitux [TYPE]
Longdo Dict [TYPE]","Google Translate [P]
Reverso [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,ก-๛,UDHR (Wikipedia),,"Central Thai, Siamese",,"Thai, Brai",th
Pending,Pali,*,"Wiktionary [TRM] [ENG] [E]
PTS (DSAL) [TYPE]",-,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?;𑁈𑁇।॥,[A-Z].|[\u0900-\u0963].|[\u0972-\u097F\].|[\U00011000-\U00011046].|bh.|dh.|sn.,a-zA-Zāīūṃṇñṭḍṅḷṁ\u0900-\u0963\u0972-\u097F\U00011000-\U00011046,"Tipitaka.org (Latin, Devanagari) | Brahmi",Goldendict (Software) | Sutta |  budasasana | Concise Pali dictionary | Concise Pali dictionary (PDF) | Lexilogos | Pali Text Society's dictionary (PDF),,,"Latn, Brah, Deva, Beng, Sinh, Mymr, Thai, Lana, Laoo, Khmr, Cakm",pi
