Status,Language,,Dictionaries,Sentence Translation,R-T-L,Parse as:,Character Substitutions,Split Sentences at,Split sentence exceptions,Word Characters,Sample Text (source),Extra Dictionaries,Alternate Names,Font,Scripts,ISO Code
Existing,Hindi,,"Bolti Dictionary [TYPE]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [HIN] [E]
Combined Hindi Dictionaries [TRM] [ENG] [HIN] [E]
Shabdkosh [TRM] [ENG] [E]
ShabdKhoj [TRM] [ENG] [E]
Bab.la [TRM] [ENG] [P]
Glosbe [TRM] [ENG] [P]
Universal Word - Hindi Lexicon [TRM] [ENG] [E]
Collins [TRM] [ENG] [P]
Rekhtadictionary [TRM] [ENG] [E]
Tatoeba [TRM] [ENG] [P]
Hindi2Dictionary [TRM] [HIN] [E]
Verbix [FRM] [E] ","Bing Translator [E]
Google Translate [P]
Yandex Translate [P]
Reverso Translator [E]
Collins Translator [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.?!|।॥,[A-Z].|[\u0900-\u0963].|[\u0966-\u097F].|[\u200C\u200D].|है.|ए.|हैं.|ई.|ओ.|हूं.|था.|चाहिए.|म.प्र.|होगा.|थी.|स.|ए.एस.आई.|उ.प्र.|न.|ए.टी.एम.|जाएगा.|प.|हो.|ए.के.|ई.पू.|सल्ल.|मी.|सी.|ए.एस.|एम.|इ.|डी.|रजि.|पू.|टी.,a-zA-Z\u0900-\u0963\u0966-\u097F,,,Hindavi,,"Deva, Kthi, Newa",hi
Existing,Hungarian,,"Sztaki Szótár [TYPE] [E]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [HUN] [E]
Bab.la [TYPE] [P] | Lingea [TYPE] [E]
Glosbe [TYPE] [ENG] [P] | Linguee [TYPE] [E]
Trex [TRM] [P]
Tatoeba [TRM] [P]
Verbix verbs [FRM] [E]
Verbix nouns [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Revero [E]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,áll.|ált.|bek.|Bp.|Btk.|c.|cs.|dr.|Dr.|du.|e.|em.|évf.|f.|fej.|fszt.|gimn.|hsz.|i. e.|i. m.|i. sz.|igh.|ill.|isk.|k.|kb.|ker.|kht.|kir.|korm.|köv.|Kr.|Kr. e.|Kr. u.|krt.|ktg.|ld.|l.|m.|Magyaro.|Mo.|max.|NB.|nyrt.|o.|p.|Pf.|pl.|prof.|Ptk.|pu.|rt.|stb.|sz.|szn.|Szt.|szül.|t.|tel.|ti.|tv.|u.|ui.|úm.|ún.|vs.|zrt.|,a-zA-ZÁáÉéÍíÓóÖöŐőÚúÜüŰű',UDHR | Wikipedia article | News article | Book sample,,Magyar,,"Latn, Hung",hu
Existing,Icelandic,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [ISL] [E]
Glosbe [TYPE] [P]
Tatoeba [TRM] [P]
Verbix verbs [FRM] [E]
Verbix nouns [FRM] [E]
Cooljugator [FRM] [E]","Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,alg.|ao.|aths.|ákv. gr.|d.|e.|e.Kr.|f.|f.Kr.|forl.|fr.|frk.|fs.|fyrrv.|gr.|h.|hf.|hk.|hr.|hvk.|kk.|kvk.|lo.|m.a.|no.|óákv. gr.|óp.|skst.|so.|st.|tsk.|þ.e.|þf.|þgf.|þús.,a-zA-ZÁáÐðÉéÍíÓóÚúÝýÞþÆæÖö',UDHR | Wikipedia article | News article | Book sample,,,,Latn,is
Existing,Indonesian,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [IND] [E]
Cambridge dictionary [TRM] [P]
Glosbe [TRM] [P]
Trex [TRM] [P]
Bab.la [TRM] [P]
Kamus.net [TRM] [P]
Sederet kamus [TYPE] [E]
KBBI [TRM] [IND] [E]
Kamus Sabda [TRM] [IND] [E]
Tatoeba [TRM] [P]
Verbix [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Sdr.|Nn.|Tn.|Ny.|Pdt.|no.|dll.|dsb.|alm.|almh.|Bpk.|dkk.|Gg.|H.|Hj.|hlm.|Jend.|Jl.|ka.|tk.|kab.|Kapt.|kec.|kel.|kp.|,a-zA-Zéèêäëïö'-,UDHR | Wikipedia article | Book sample,,,,Latn,id
Existing,Italian,,"WordReference [TYPE] [E]
Wiktionary [TYPE] [ENG] [E]
Wiktionary [TYPE] [ITA] [E]
Collins [TRM] [P]
Larousse [TRM] [P]
Linguee [TYPE] [E]
Cambridge Dictionary [TRM] [P]
Glosbe [TRM] [P]
Bab.la [TRM] [P]
Trex [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Treccani [TRM] [ITA] [P]
De Mauro [TRM] [ITA] [E]
Olivetti [TRM] [ITA] [E]
Tatoeba [TRM] [P]
Reverso Conjugator [FRM] [P]
Scholingua [FRM] [P]
Verbix [FRM] [E]
Verbix nouns [FRM] [E]
Verbix adjectives [FRM] [E]
Cooljugator [FRM] [E]","Google Translate [P]
DeepL Translator [P]
Reverso [E]
Yandex [P]
Promt [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Sig.|Sig.na|Prof.|Dott.|Dott.ssa|Spett.|edit.|sec.|a.C.|d.C,a-zA-ZÀàÉéÈèÌìÎîÓóÒòÙù',UDHR | Wikipedia article | Book sample,,,,Latn,it
Existing,Japanese,,"Jisho.org [TYPE]
Japandict [TRM] [ENG] [P] | Weblio [TRM] [JPN] [E]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [JPN] [E]
Jotoba [TRM] [ENG] [E]
Lorenzi's Jisho [TRM] [ENG] [E]
Tangorin [TRM] [ENG] [P]
WordReference [TRM] [ENG] [E]
Bab.la [TRM] [ENG] [P]
Dict.com [TRM] [ENG] [E]
Alc [TRM] [ENG] [E]
Glosbe [TRM] [ENG] [P]
Linguee [TRM] [ENG] [E]
Reverso [TRM] [ENG] [E]
Goo [TRM] [ENG] [P]
Weblio [TRM] [ENG] [E]
Ichi.moe [TRM] [ENG] [E]
Romajidesu [TRM] [ENG] [E]
Kotobank [TRM] [ENG] [P]
Goo [TRM] [JPN] [P]
Kotobank [TRM] [JPN] [P]
Tatoeba [TRM] [ENG] [P]
Tangorin [TRM] [ENG] [P]
Immersionkit [TRM] [ENG] [E]
Massif [TRM] [JPN] [E]
Yourei [TRM] [JPN] [E]
Reverso Conjugator [FRM] [P]
Verbix [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Bing [E]
Yandex [P]
Reverso [E]
Google Translate [P]
Ichi.moe [E]",FALSE,Japanese,´='|`='|’='|‘='|...=…|..=‥,.!?。？！,..|→.|、.|...|「.|〜.|○○○.|『.|』.|㌶.|.....|‐.|℡.|①.|②.|③.|・・・,\p{Han}\p{Katakana}\p{Hiragana},,Yomitan | Yomitan Dictionaries | Jitendex (Yomitan and Goldendict) | Sakura Paris,"Modern Japanese, Nipponese, Nihongo",,"Jpan, Latn, Brai",ja
Existing,Latin,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [LAT] [E]
Perseus [TYPE] [E]
Collatinus [TYPE] [E]
Olivetti [TRM] [E]
LatDict [TRM] [E]
LSJ [TRM] [P]
Logeion [TRM] [E]
Glosbe [TRM] [P]
Trex [TRM] [P]
Tatoeba [TRM] [P]
Packhum [TRM] [E]
Verbix verbs [FRM [E]
Verbix nouns [FRM] [E]
Verbix adjectives [FRM] [E]
Cooljugator etymology [FRM] [E]","Google Translate [P]
Yandex [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|a.C.n.|p.|e.g.|ed.|i.e.|f.|V.V.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia | Cicero: The Republic | Book sample,,,,"Latn, Ital",la
Existing,Latvian,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [LAV] [E]
Glosbe [TRM] [P]
Linguee [TRM] [E]
Letonika [TRM] [E]
Tēzaurs [TRM] [LAV] [E]
Tatoeba [TRM] [P]
Verbix verbs [FRM] [E]
Verbix nouns [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,E.|milj.|A.|u.c.|J.|I.|M.|K.|t.sk.|š.g.|t.i.|R.|V.|u.|tūkst.|u.tml.|G.|S.|t.s.|D.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article | Book sample,,"Lettish, Lett",,Latn,lv
Existing,Lithuanian,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [LIT] [E]
Glosbe [TRM] [P]
Linguee [TRM] [E]
Lingea [TRM] [E]
Tekstovertimas [TRM] [E]
Žodynas.lt [TRM] [ENG] [E]
Žodynas.lt [TRM] [LIT] [E]
Tatoeba [TRM] [P]
Verbix [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,sav.|pvz.|proc.|m.|mnr.|Nr.|tūkst.|mln.|mlrd.|trln.|mėn.|mst.|m.|kt.|ir t.t.|ir t. t.|gub.|d.|g.|aps.|apskr.|ež.|kuop.|pan.|par.|plg.|ppr.|,a-zA-ZÀ-ÖØ-öø-ȳ',UDHR | Wikipedia article | Book sample,,,,Latn,lt
Existing,Norwegian,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [NOR] [E]
Wiktionary [TRM] [NOB] [E]
Wiktionary [TRM] [NNO] [E]
Lingea [TRM] [ENG] [E]
YourDictionary [TYPE]
Glosbe [TRM] [ENG] [P]
Bab.la [TRM] [ENG] [P]
Tritrans [TRM] [ENG] [E]
Sensagent [TRM] [ENG] [E]
Trex [TRM] [ENG] [P]
Ordbøkene.no [TYPE]
Lexin [TYPE] {NF}
Verbix [TRM] [E]
Tatoeba [TRM] [ENG] [P]","DeepL Translator
Google Translate
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,d.y.|eg.|el.|nr.|t.d.|dvs.|A.O.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',Wikipedia (Bokmål) | Wikipedia (Nynorsk),,,,Latn,no
Existing,Old Chinese,*,"Wiktionary (Old Chinese) [TRM] [ENG] [E]
Wiktionary (Middle Chinese) [TRM] [ENG] [E]
Archchinese [TRM] [ENG] [E] | MDBG [TRM] [ENG] [E]
Xiaoma [TRM] [ENG] [P] | Chinese Text Project [TRM] [?] [P]",DeepL Translator,FALSE,Classical Chinese,´='|`='|’='|‘='|...=…|..=‥,.!?。！？,Mr.|Mrs.|Dr.|[A-Z].|Vd.|Vds.,一-龥,,,,,Hant,och
Existing,Persian,,"Wiktionary (Iranian/Dari) [TRM] [ENG] [E]
Wiktionary (Tajiki) [TRM] [ENG] [E]
Wiktionary [TRM] [PES] [E]
Combined Persian Dictionaries [TRM] [ENG] [E]
FarsiDictionary [TRM] [ENG] [E]
Vajehyab [TRM] [PES] [P]
Glosbe [TRM] [P]
Tatoeba [TRM] [ENG] [P]
Verbix [FRM] [E]
Cooljugator [FRM] [E]","Google Translate (Iranian/Dari) [P]
Google Translate (Tajiki) [P]
Reverso [E]
Yandex [P]
Bing [E]",TRUE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,".،!؟؛:​,;",است.|شود.|شد.|بود.|کرد.|میشود.|کنند.|کند.|باشد.|دارد.|کنیم.|میکند.|نیست.|هستند.|ندارد.|داشت.|میکنند.|داد.|باشند.|کنم.,\u0600-\u0608\u0610-\u061A\u0620-\u065F\u066E-\u06D3\u06D5-\u06FF\u077E-\u077F\u7B50-\uFDFF\u0400-\u04FF,UDHR (Persian) | Wikipedia article (Persian) | Book sample (Persian) | UDHR (Tajiki),,"Farsi, New Persian, Modern Persian, Western Persian, Iranian Persian, Eastern Persian, Dari, Aimaq, Aimak, Aymaq, Eimak",,"fa-Arab, Hebr",fa
Existing,Polish,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [POL] [E]
Cambridge Dictionary [TRM [P]
Pons [TYPE] | Glosbe [TRM] [P]
Bab.la [TRM] [P]
Trex [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Linguee [TRM] [E] | WSJP [TRM] [E]
PWN [TRM] [E] | DobrySłownik [TRM] [E]
Lingea [TRM] [E]
Tatoeba [TRM] [P]
Verbix verbs [FRM] [E]
Verbix nouns [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Reverso [E]
Yandex [P]
Promt [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,blm.|blp.|bm.|br.|cdn.|d.|daw.|etc.|g.|gł.|głęb.|godz.|itd.|itp.|mies.|n.e.|np.|o.|odc.|ok.|oo.|p.Chr.|p.n.e.|pchor.|pot.|ppłk.|ppor.|proc.|r.|s.|scs.|sp. z o.o.|szer.|św.|t.|tj.|tow.|ts.|tydz.|tzn.|tzw.|ul.|ur.|ww.|z d.|z.|zm.|zob.,a-zA-ZĄąĆćĘęŁłŃńÓóŚśŹźŻż',UDHR | Wikipedia article | News article | Book sample,,,,Latn,pl
Existing,Portuguese,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [POR] [E]
Michaelis [TRM] [ENG] [E]
Michaelis [TRM] [POR] [E]
Porto Editora [TRM] [ENG] [P]
Porto Editora [TRM] [POR] [P]
Priberam [TRM] [POR] [P]
Dicio [TRM] [POR] [E]
WordReference [TYPE] [E]
Cambridge Dictionary [TRM] [P]
Glosbe [TRM] [P]
Bab.la [TRM] [P]
Trex [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Linguee [TRM] [E]
PONS [TRM] [E]
Tatoeba [TRM] [P]
Reverso Conjugator [FRM] [P]
Verbix verbs [FRM] [E]
Verbix nouns [FRM] [E]
Verbix adjectives [FRM] [E]
Cooljugator [FRM] [E]
Porto Editora [FRM] [POR] [P]","DeepL Translator [P]
Google Translate [P]
Reverso [E]
Yandex [P]
Promt [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Sr.|Sra.|Srta.|Dr.|Prof.|Pe.|a.C.|d.C.,a-zA-ZÀÁÂÃÇÉÊÍÓÔÕÚÜàáâãçéêíóôõúü',UDHR | Wikipedia article | News article,,Modern Portuguese,,"Latn, Brai",pt
Existing,Punjabi,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [PNB] [E]
Wiktionary [TRM] [PAN] [E]
Shabdkosh [TRM] [ENG] [E]
Learnpunjabi.org [TRM] [ENG] [E]
Bhai Maya Singh [TRM] [ENG] [E]
Tamilcube [TRM] [ENG] [P]
Glosbe [TRM] [ENG] [P]
Srigranth [TRM] [ENG] [HIN] [E]
Kanwal Bashir and Abbas Kazmi [TRM] [ENG] [E]
Punjapedia [TRM] [PAN] [E]
Iqbal Salah-ud-Din [TRM] [PNB] [E]
Tatoeba (Eastern) [TRM] [ENG] [P]
Tatoeba (Western) [TRM] [ENG] [P]","Google Translate [P]
Bing [E]
Yandex [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.،؛!؟.!?।॥۔,[A-Z].|ਈ.|ਏ.|ਸ.|ਓ.|ਸੀ.|ਈ.ਪੂ.|ਏ.ਵੀ.|ਪੀ.|ਈ.ਓ.|ਆਈ.|ਡੀ.|ਵੀ.|ਏ.ਸੀ.|ਯੂ.|ਈ.ਟੀ.|ਐਸ.|ਮੀ.,\u0A00-\u0A7F\u0600-\u06FF\u0750-\u077F\u08A0-\u08FF\uFB50-\uFDFF\uFE70-\uFEFF,Wikipedia article (WP) | Wikipedia article (EP),opd.cle [TRM] [PNB],Panjabi,,"Guru, pa-Arab",pa
Existing,Romanian,,"WordReference [TRM] [E]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [RON] [E]
Dex-online [TRM] [RON] [E]
Archeus [TRM] [RON] [E]
Hallo.ro [TRM] [P] | Glosbe [TRM] [ENG] [P]
Bab.la [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Linguee [TRM] [E]
Trex [TRM] [P]
Lingea [TRM] [E] | Tatoeba [TRM] [P]
Verbix verbs [FRM] [E]
Verbix nouns [FRM] [E]
Verbix adjectives [FRM] [E]
Cooljugator [FRM] [E]","Google Translate [P]
DeepL Translate [P]
Reverso [E]
Yandex [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,al.|ap.|bd.|bl.|cap.|dle.|Dle.|dvs.|Dvs.|dv.|Dv.|et.|etc.|fem.|jud.|lat.|loc.|masc.|nr.|pag.|Rom.|sc.|sec.|Sf.|str.|v.|vol.|,a-zA-ZĂăÂâÎîȘșȚțŞşŢţА-Яа-яЄєӁӂḐḑĬĭŬŭĬĭꙊꙋꙊ̆ꙋ̆ѢѣꙖꙗѤѥѦѧѪѫѮѯѰѱѲѳѴѵꙞꙟЏџ',UDHR | Wikipedia article | News article | Book sample,,"Daco-Romanian, Roumanian, Rumanian",,"Latn, Cyrl, Cyrs",ro
Existing,Russian,,"OpenRussian [TYPE] [E]
RussianDict [TRM] [P]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [RUS] [E]
Gramota [TRM] [RUS] [E]
Bab.la [TRM] [P]
Glosbe [TRM] [P]
Pons [TRM] [P]
Trex [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Linguee [TRM] [E]
Lingea [TRM] [E]
WordReference [TRM] [E]
Tatoeba [TRM] [P]
Reverso Conjugator [FRM] [P]
Verbix [FRM] [E]
Verbix nouns [FRM] [E]
Cooljugator [FRM] [E]
Cooljugator adjectives [FRM] [E]
Cooljugator nouns [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Reverso Translator [E]
Bing [E]
Promt [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,[A-Z].|[А-Я].|тыс.|млн.|руб.|ул.|млрд.|год.|им.|ст.|т.д.|гг.|др.|кв.|т.е.,А-Яа-яЁё,,,,,"Cyrl, Brai",ru
Existing,Sanskrit,,"Combined Sanskrit Dictionary Search [TRM] [ENG] [E]
Sanskrit - Dictionary [TRM] [ENG] [E]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [SAN] [E]
Sanskritdictionary [TRM] [ENG] [E]
Andhrabharati [TRM] [ENG] [P]
Monier Williams [TRM] [ENG] [P]
Glosbe [TRM] [ENG] [P]
Amara [TRM] [ENG] [E]
Sanscritdictionary.org [TRM] [ENG] [E]
Tatoeba [TRM] [ENG] [P]",Google Translate,FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.?!।॥,[\u0900-\u0963].|[\u0966-\u097F].|[A-Z].|श.|ई.|स.|अ.|ए.|उ.|च.कि.मी.|मी.|ई.पू.|इ.|p.|ऐ.|ओ.|च.|आ.|ड.|वा.,a-zA-Zāīūṣḥṃṛṭṇḍṝḹḻśṅñ\u0900-\u0963\u0966-\u097F,Bhagavad Ghita (Devanagari and Latin) | Upanishads (Devanagari and Latin) | Sample text (Devanagari and Latin),"Ambuda [TRM] [ENG] [SAN] [E]
Goldendict Dictionary 
University of Cologne Dictionaries
https://sanskritdocuments.org/dict/",,,"as-Beng, Bali, Beng, Bhks, Brah, Mymr, xwo-Mong, Deva, Gujr, Guru, Gran, Hani, Java, Kthi, Knda, Kawi, Khar, Khmr, Laoo, Mlym, mnc-Mong, Marc, Modi, Mong, Nand, Newa, Orya, Phag, Ranj, Saur, Shrd, Sidd, Sinh, Soyo, Lana, Takr, Taml, Tang, Telu, Thai, Tibt, Tutg, Tirh, Zanb",sa
Existing,Serbian,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [SRP] [E]
Glosbe [TRM] [ENG] [P]
LingvoSoft [TRM] [ENG] [E]
Sensagent [TRM] [ENG] [E]
Vokabular [TRM] [SRP] [E]
Tatoeba [TRM] [ENG] [P]
Verbix [FRM] [E]","Google Translate [P]
Bing (Cyrillic) [E]
Bing (Latin) [E]
Yandex [P]
Pons [P]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,н.|п.|е.|М.|p.|А.|С.|В.|Д.|Ј.|Б.|м.|m.|Р.|П.|ф.|г.|К.|Н.|Г.|в.д.|д.|в.|Ђ.|И.|д.о.о.|Љ.|Н.М.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ\u0400-\u04ff,"UDHR (B-C), (B-L), (C-L), (M-L), (S-C), (S-L)

Book sample 1 [S] | Book sample 2 [C]",,"BCS, Croato-Serbian, Serbocroatian, Bosnian, Croatian, Montenegrin, Serbian, Shtokavian",,"Latn, Cyrl, Glag",sh
Existing,Slovak,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [SLK] [E]
Slovnik.sk [TRM] [P]
Zoznam.sk [TRM] [P]
Slovenské slovníky [TRM] [P]
Glosbe [TRM] [P]
Linguee [TRM] [E]
Trex [TRM] [P]
Tatoeba [TRM] [P]
Verbix [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Reverso [E]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,M.|tzv.|h.|J.|K.|č.|s.|II.|R.|P.|A.|a.|I.|S.|hod.|mil.|r.|L.|resp.|B.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Book sample,,,,Latn,sk
Existing,Slovene,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [SLV] [E]
fran.si [TRM] [P]
Glosbe [TRM] [P]
Linguee [TRM] [E]
Trex [TRM] [P]
Tatoeba [TRM] [P]
Verbix [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,oz.|t.|i.|d.|prof.|npr.|v.|II.|t.i.|m.|P.|J.|o.|A.|doc.|g.|I.|B.|D.|itd.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article | Book sample,,Slovenian,,Latn,sl
Existing,Spanish,,"The Free Dictionary [TRM] [ENG]
WordReference [TYPE] [ENG]
Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [SPA] [E]
SpanishDict [TRM] [ENG] [P]
Larousse [TRM] [ENG] [P]
Diccionarios.com [TRM] [ENG] [P]
Reverso [TRM] [ENG] [P]
Collins [TRM] [ENG] [P]
Pons [TRM] [ENG] [P]
Dict.com [TRM] [ENG] [E]
Bab.la [TRM] [ENG] [P]
Tr-Ex.me [TRM] [ENG] [P]
Glosbe [TRM] [ENG] [P]
Linguee [TRM] [ENG] [E]
Tatoeba [TRM] [ENG] [P]
RAE [TRM] [SPA] [E]
Reverso Conjugator [FRM] [P]
Scholingua [FRM] [P]","DeepL Translator [P]
Google Translate [P]
Reverso Translator [E]
Bing [E]
Yandex []",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Dr.|Dra.|Drs.|[A-Z].|Ud.|Vd.|Vds.|Sr.|Sra.|Srta.|a. C.|d.C.|Pte.|etc.|UU.|p.m.|a.m.|vs.|Jr.|pp.|St.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ,,,"Castilian, Amazonian Spanish, Amazonic Spanish, Loreto-Ucayali Spanish",,"Latn, Brai",es
Existing,Swahili,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [SWA] [E]
MobiTuki [TRM] [P]
Glosbe [TRM] [P]
Bab.la [TRM] [P]
Tatoeba [TRM] [P]
Verbix [FRM] [P]","Google Translate [P]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,Bi.|Bw.|Dk.|Dkt.|Mhe.|Mwl.|n.k.,a-zA-Z'-,UDHR | Wikipedia article | Book sample (A) (B),,"Settler Swahili, KiSetla, KiSettla, Setla, Settla, Kitchen Swahili, Kihindi, Indian Swahili, KiShamba, Kishamba, Field Swahili, Kibabu, Asian Swahili, Kimanga, Arab Swahili, Kitvita, Army Swahili",,"Latn, Arab",sw
Existing,Swedish,,"Wiktionary [TRM] [ENG] [E]
Wiktionary [TRM] [SWE] [E]
Folkets Lexikon [TYPE] [E]
Svenska Akademiens ordbok [TRM] [E]
Cambridge [TRM] [P]
Glosbe [TRM] [P]
Bab.la [TRM] [P]
Reverso [TRM] [P]
Reverso context [TRM] [E]
Linguee [TRM] [E]
WordReference [TRM] [E]
Trex [TRM] [P]
Tatoeba [TRM] [P]
Verbix [FRM] [E]
Cooljugator [FRM] [E]","DeepL Translator [P]
Google Translate [P]
Reverso [E]
Yandex [P]
Bing [E]",FALSE,Space Delimited,´='|`='|’='|‘='|...=…|..=‥,.!?,bildl.|bl.a.|d.|d.v.s.|d.y.|d.ä.|dets.|dr.|Dr.|dvs.|E. N.|e.d.|e.dyl.|e.Kr.|e. Kr.|e.l.|e.likn.|e.m.|eg.|el.|el.dyl.|el.likn.|etc.|ev.|ex.|exkl.|f.|f.d.|f.Kr.|f. Kr.|f.m.|f.n.|f.v.t.|fr.|fr.o.m.|förk.|g.s.|ibl.|inkl.|inst.|it.|jmf.|kl.|kungl.|m.fl.|m.m.|m.v.h.|N.N.|n.s.|o.d.|o.dyl.|o.l.|o.likn.|o.s.a.|o.s.v.|omkr.|osv.|p.g.a.|pers.|rdr.|rdr. rgs.|resp.|rgs.|s.k.|s.ö.|särsk.|t.|t.ex.|t.h.|t.o.m.|t.v.|tim.|ung.|v.|vanl.|äfv.|äv.,a-zA-ZÀ-ÖØ-öø-ȳáéíóúÁÉÍÓÚñÑ',UDHR | Wikipedia article | Book sample,,,,Latn,sv
